file_name,comment_text,stance_label,word_count,policy_domain,app_name,package_name,rating,policy_id,policy_title,domain,state,district,source_type,source_name,respondent_type,sentiment_label,cleaned_comment_text
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,upon the announcement of the initial 21 day lockdown in india the government of india responded with an increased allocation of inr 17 billion to ensure the smooth distribution of mid day meals even when schools were closed,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,roshmi sharma superintendent kgbv bihar bar tori bilaspur 7000839186 mrs,neutral,,,,,,,,,,,,,,,
,on the ground in gurugram it is observed that kasturba gandhi balika vidyalaya kgbv has genuinely improved access for ordinary people,for,,,,,,P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Haryana,Gurugram,news_comment,,teacher,Positive,
,according to feedback collected in jaipur digital india mission reduced our daily struggles and brought some relief based on their day to day experience,for,,,,,,P009,Digital India Mission,Digital_Governance,Rajasthan,Jaipur,news_comment,,official,Positive,
SSG-2022-report.pdf,this was assigned a weight of 35 carrying 350 marks as the success of swachh bharat mission grameen has always been attributed being a jan andolan and the contribution of citizens towards the goal of achieving swachhata cannot be undermined,neutral,,,,,,,,,,,,,,,
,waste disposal systems exist but are poorly maintained,against,,,,,,P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Haryana,Rohtak,survey_report,Survey – School Meals,investor,Negative,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the girls should be trained on gender and leader ship qualities for their holistic development,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,infrastructure proper infrastructure is the basic need for the proper functioning of the kgbvs,neutral,,,,,,,,,,,,,,,
,in mumbai many employees feel that digital india mission is still new and long term results are not visible yet as reflected in recent conversations on social media,neutral,,,,,,P009,Digital India Mission,Digital_Governance,Maharashtra,Mumbai,news_comment,,employee,Neutral,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,prathiksha parmar studying in 8th standard in churawali chhatarpur and living in girls hostel when i was 4 years old my mother died i had lived in a bad condition for 2 years,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,234 table 8 66 distribution of girls as per the class in which they were studying state the class total 6th 7th 8th 9th uttar pradesh 13 20 27 0 60 21 7 33 3 45 0 0 0 100 0 in uttar pradesh one third belonged to 7th standard,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,teachers felt that they have to do a lot of extra work and put a lot of effort to make these girls future and wardens work for 24 hours,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the types and the numbers are indicated below,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,table 8 48 distribution of teacher as per issues discusses in their meetings,against,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",as per interaction with the stakeholders the reasons for not admitting full 25 percent quota of admission are as follows admission processes take at least 3 months time april to june of the educational year,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",overall the percentage of students admitted under ews dg category in new admissions was at the level of about 8 99 rural 11 25 urban 6 82 as against 15 59 rural 16 94 urban 14 39 in the total strength of students in the schools,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,37 teachers view on other infrastructures,neutral,,,,,,,,,,,,,,,
,people in bengaluru often say that swachh survekshan grameen swachh bharat is not reaching the actual beneficiaries in our district,against,,,,,,P006,Swachh Survekshan Grameen / Swachh Bharat,Sanitation_Rural,Karnataka,Bengaluru,social_media_post,,employee,Negative,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,linkages with other government initiatives such as nrhm icds for access to benefits for adolescent girls ssa for teacher training etc,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,all the girls in rajasthan have said that they are aware of the facilities and supplies to be made to them as per provisions of the scheme,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,palash pratim bora who was the president district handball association dhubri district the 12 members handball team participated in state level at guwahati on 26th march 2017,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,number of class rooms the number of class rooms available in each of the selected school was ascertained,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",schools preferred by some parents do not qualify the neighbourhood criteria,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,about 42 percent of the teachers have said that the quality of food is very good,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,in 2006 this was revised to 450 calories per day and 12 grams of protein chutani 2012,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,six teams were constituted to carry out the evaluation,neutral,,,,,,,,,,,,,,,
,on the ground in jaipur it is observed that data protection dpdp act needs proper monitoring and transparency before we can judge it according to informal surveys done by community groups,neutral,,,,,,P018,Data Protection / DPDP Act,Data_Protection,Rajasthan,Jaipur,play_store_review,,farmer,Neutral,
,people in bengaluru often say that atal pension yojana apy reduced our daily struggles and brought some relief when asked in local meetings and discussions,for,,,,,,P013,Atal Pension Yojana (APY),Social_Security,Karnataka,Bengaluru,social_media_post,,farmer,Positive,
,bad policy,against,,,,,,,,,,,,,,,
SSG-2022-report.pdf,the iec display related to ssg2022 was found in 36 4 villages and in 32 3 of the villages iec display for odf was found,neutral,,,,,,,,,,,,,,,
,on the ground in bengaluru it is observed that kasturba gandhi balika vidyalaya kgbv reduced our daily struggles and brought some relief when asked in local meetings and discussions,for,,,,,,P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Karnataka,Bengaluru,survey_feedback,,teacher,Positive,
,in lucknow many citizens feel that npegel girls education initiative needs proper monitoring and transparency before we can judge it according to informal surveys done by community groups,neutral,,,,,,P002,NPEGEL – Girls Education Initiative,Girls_Education,Uttar Pradesh,Lucknow,social_media_post,,citizen,Neutral,
SSG-2022-report.pdf,during the entire course of the field work field teams transferred raw data daily by using an internet connection,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,however a very state assam 46 small number of students who have joined in the year 2015 were also found in the school,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,the costs of cooking and engaging cooks cum helpers cchs are shared in different ratios across the central government and state governments based on each state s status as outlined in section 1 3,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in every ebb girls hostels are running for continuation of studies of kgbv girls,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,further their help can be elicited in imparting vocational skills tackling problems related to health and nutrition,against,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",the learners had an opportunity for equanimity in education,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,85 percent of the currently studying and 100 percent of the pass outs have said that they were able to get admission easily,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,this is an indicator of successful operation of kgbv schools,for,,,,,,,,,,,,,,,
SSG-2022-report.pdf,z z 100 check on the gps of the sample village was done to map the coordinates of the investigator during the data collection,neutral,,,,,,,,,,,,,,,
,on the ground in jaipur it is observed that smart cities mission looks good on paper but implementation is very weak according to informal surveys done by community groups,against,,,,,,P017,Smart Cities Mission,Urban_Infra,Rajasthan,Jaipur,play_store_review,,parent,Negative,
,mixed reaction,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in chhattisgarh all the students have said that there is a specific study hour in their hostels and they have also affirmed that they do follow the study hour,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,accessed at,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,more than three fourth of the students have said that good light is available in the class rooms,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,a continuous and comprehensives evaluation system is adopted and skill education is imparted in all schools,neutral,,,,,,,,,,,,,,,
,people in gurugram often say that smart cities mission is a step in the right direction and should be strengthened further whenever the topic comes up in public meetings,for,,,,,,P017,Smart Cities Mission,Urban_Infra,Haryana,Gurugram,survey_feedback,,teacher,Positive,
,according to feedback collected in kolkata swachh survekshan grameen swachh bharat has mixed results and people are still trying to understand its impact as reflected in recent conversations on social media,neutral,,,,,,P006,Swachh Survekshan Grameen / Swachh Bharat,Sanitation_Rural,West Bengal,Kolkata,play_store_review,,employee,Neutral,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,aninidta bajan warden cum teacher kgbv chamania kamrup 9957078367 mrs,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in all the study has been conducted in 30 kgbvs one in each selected block,neutral,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,data collection tools the data from the participants were collected via google forms as the covid 19 lockdown norms were in place,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,it has been tried to ascertain from the 12 teachers contacted whether they stay in the hostel and whether there is separate room for teachers to stay in the hostel,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,nodal officers have been appointed in all states,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the use of tlm and audio visual aid has increased over time,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,direct observation 300 marks 276 98 direct observation of households 150 marks 147 39 direct observation of public places 60 marks 58 59 direct observation of village level waste management assets and iec displays 90 marks 71 01 2,neutral,,,,,,,,,,,,,,,
,from the perspective of officials in ludhiana mid day meal scheme mdm has too much paperwork and corruption at local level,against,,,,,,P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Punjab,Ludhiana,news_comment,,official,Negative,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,here again all the teachers in all the places have said that the girls show interest in studies,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",the act has provided them a scope to study in a good school and receive best education,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,an online self reporting format was developed and hosted at ssg website wherein district level office was asked to update their progress on key sanitation parameters,for,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,ii financial position for the period 2015 16 to 2017 18 is given below,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,she performed well in academic and co curricular activities during her stay in kgbv,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,districts played a central role in managing the activities of the survekshan on the ground,neutral,,,,,,,,,,,,,,,
,on the ground in mumbai it is observed that atal pension yojana apy reduced our daily struggles and brought some relief,for,,,,,,P013,Atal Pension Yojana (APY),Social_Security,Maharashtra,Mumbai,play_store_review,,farmer,Positive,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,xxiii the girls admitted do drop out in the first three months of the admission mainly due to homesickness and not being able to stay out from the home,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,urvashi boolchandani principal kgbv krishan garh alwar 9983488447 mrs,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,designing effective transfers lessons from india s school meal program,for,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,additionally the annual central allocation of cooking costs for april 2020 was increased by 11 from inr 73 billion almost 1 billion usd to inr 81 billion usd 1 1 billion upadhyay 2020,neutral,,,,,,,,,,,,,,,
,from the perspective of employees in ludhiana pm awas yojana pmay housing for all looks good on paper but implementation is very weak whenever the topic comes up in public meetings,against,,,,,,P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Punjab,Ludhiana,survey_feedback,,employee,Negative,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,all the current students are satisfied with the daily time table of activities,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,table 6 4 details of official who have visited the kgbvs in the last three years,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,however this was followed in 2015 16 by a 30 decline in the budgetary allocation for the scheme,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,it would be worthwhile for states to learn from one another s experiences in managing the mid day meals in the context of such an emergency,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the committees can look after various aspects of the kgbv,neutral,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,13 1 issn 1989 9572 188 question 1 are you aware of the new education policy nep of 2020,neutral,,,,,,,,,,,,,,,
,according to feedback collected in gurugram electric vehicle ev policy fame ii could become effective if local officials take it seriously when asked in local meetings and discussions,neutral,,,,,,P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Haryana,Gurugram,social_media_post,,teacher,Neutral,
,people in lucknow often say that rte act 12 1 c ews quota is one of the few schemes that actually reaches villages based on their day to day experience,for,,,,,,P003,RTE Act 12(1)(c) – EWS Quota,School_Access,Uttar Pradesh,Lucknow,news_comment,,official,Positive,
SSG-2022-report.pdf,quality control at least 1000 assessors participated in data collection and they were monitored very closely,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",selection of candidates was done by computerised draw,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,table 4 62 distribution of teachers as per their job satisfaction whether teacher is satisfied with job state yes no total assam 10 2 12 83 3 16 7 100 0 it has been seen that more than 83 percent of the teachers have their job satisfaction,neutral,,,,,,,,,,,,,,,
,on the ground in new delhi it is observed that beti bachao beti padhao bbbp has too much paperwork and corruption at local level according to informal surveys done by community groups,against,,,,,,P015,Beti Bachao Beti Padhao (BBBP),Women_Child,Delhi,New Delhi,social_media_post,,official,Negative,
,from the perspective of parents in guwahati jal jeevan mission jjm reduced our daily struggles and brought some relief based on their day to day experience,for,,,,,,P016,Jal Jeevan Mission (JJM),Drinking_Water,Assam,Guwahati,news_comment,,parent,Positive,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the overall development of the children through the school education much depends upon the curriculum followed in the system adopted by the schools,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,the average coverage rate for the 13 other states is 49,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,holidays the kgbvs were asked about the holidays being given to the girls,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",a designated authority must be appointed to maintain record of all children within the age group of 6 14 years,neutral,,,,,,,,,,,,,,,
,people in ludhiana often say that swachh survekshan grameen swachh bharat seems useful for some groups but others are left out based on their day to day experience,neutral,,,,,,P006,Swachh Survekshan Grameen / Swachh Bharat,Sanitation_Rural,Punjab,Ludhiana,news_comment,,official,Neutral,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",of schools applied for reimbursement of funds 10 9 2 no,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",the study noted that majority of 80 schools both in rural as well as in urban area did not have separate bank account for reimbursements,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the egs aie programmes could be dovetailed to kgbvs in order to provide for a zero class to help never enrolled primary school dropout girls to reach class 6 levels,neutral,,,,,,,,,,,,,,,
,like the policy,for,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,are you aware of the new education policy nep of 2020,neutral,,,,,,,,,,,,,,,
,in new delhi many citizens feel that jal jeevan mission jjm has genuinely improved access for ordinary people according to informal surveys done by community groups,for,,,,,,P016,Jal Jeevan Mission (JJM),Drinking_Water,Delhi,New Delhi,play_store_review,,citizen,Positive,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",state rules also take different approaches to defining neighbourhood the grade level for which reimbursements will be done for and conditions that need to be met for children to apply to private unaided schools under section 12 1 c,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,we are extremely thankful to the niti aayog for having entrusted this assignment to us,neutral,,,,,,,,,,,,,,,
,from the perspective of officials in gurugram swachh survekshan grameen swachh bharat is one of the few schemes that actually reaches villages whenever the topic comes up in public meetings,for,,,,,,P006,Swachh Survekshan Grameen / Swachh Bharat,Sanitation_Rural,Haryana,Gurugram,news_comment,,official,Positive,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,however the percentage of those who rated the quality as good has become double in the case of current students as compared to ex students,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,for example a program may be in the process of being centralized if it had been managed exclusively at the regional or local level or decentralized if program management had been exclusively at the national level,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,counselling on hand wash is being given,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",table 3 22 distribution of sample schools by performance of ews dg students in comparison to other students in madhya pradesh list of items distribution of schools rural urban total no,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",wrt col 7 1 2 3 4 5 6 7 8 9 rural 5896 994 16 86 1 0 10 1100 240 21 82 urban 14199 3032 21 35 9 0 30 1766 471 26 67 total 20095 4026 20 03 10 0 25 2866 711 24 81 2 3 1 1 current class wise enrolment a,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",however there is lot of scope for improvement in all the three states,neutral,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,due to the short timeframe reason heis are not continuously monitored for their accreditation status,neutral,,,,,,,,,,,,,,,
,in guwahati many ngo representatives feel that goods and services tax gst is a step in the right direction and should be strengthened further whenever the topic comes up in public meetings,for,,,,,,P020,Goods and Services Tax (GST),Tax_Economy,Assam,Guwahati,play_store_review,,NGO_rep,Positive,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",but in all other classes it gradually declines,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,all the schools in assam have reported good impact of the other facilities provided to the girls on the general upkeep of the girls,neutral,,,,,,,,,,,,,,,
,from the perspective of parents in mumbai smart cities mission helps poor and middle class families who had no support earlier,for,,,,,,P017,Smart Cities Mission,Urban_Infra,Maharashtra,Mumbai,social_media_post,,parent,Positive,
,on the ground in bengaluru it is observed that atal pension yojana apy needs proper monitoring and transparency before we can judge it whenever the topic comes up in public meetings,neutral,,,,,,P013,Atal Pension Yojana (APY),Social_Security,Karnataka,Bengaluru,news_comment,,official,Neutral,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,it is a step towards a new education policy and is built upon the foundational pillars of access equity quality affordability and accountability and shall prove to be efficient enough,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,ten states provided dry rations food grains only two states provided a fsa cash transfers only and 21 states provided a combination of dry rations and a transfer for the cooking cost,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",the unaided school shall be reimbursed the expenditure so incurred by it to the extent of per child expenditure incurred by the state or the actual amount charged from the child whichever is less,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,23 examples of other countries with large and decentralized school meal programs include the united states and perhaps brazil and nigeria 61 this equals approximately inr 33 per day and the poverty line for rural india is inr 32 per person per day,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",many parents of ews dg children in these schools had a positive social experience about the treatment given to their children,for,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",most of the rural schools 60 80 displayed provided necessary information regarding number of seats available neighbourhood criterion documents required for submission with application for admission and deadline for form submission,neutral,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,opportunities and challenges for private universities in india,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,o status of drop outs and retention of girls enrolled on the kgbv and reasons for dropping out o transition rates of girls from kgbvs to secondary schools,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",all the schools 100 had been visited by the education department to streamline the process of admission enrolment and inclusion in delhi,neutral,,,,,,,,,,,,,,,
,people in jaipur often say that npegel girls education initiative reduced our daily struggles and brought some relief whenever the topic comes up in public meetings,for,,,,,,P002,NPEGEL – Girls Education Initiative,Girls_Education,Rajasthan,Jaipur,survey_feedback,,student,Positive,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in uttar pradesh in two third of the schools the heath records of the girls are maintained and in the rest the same is not maintained,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,efforts are to be taken to cater more to sc st community,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,241 accommodation and food the girls in the kgbvs are provide hostel accommodation,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",however maximum of 8 89 students in 2915 and minimum of 0 9 students in 2018 left the school even without transfer certificates,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,one more school in each state at or nearer to state headquarters was added,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",in few schools total 5 rural 0 urban 10 parents of ews dg category of students had to pay for school uniforms text books and material for extra curricular activities,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,but she thought that it might not be safe and sound for her,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",tables 2 2 2 8 given below present the details,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,it is extremely heartening to note that in all cases all the teachers have said that the students attend classes regularly,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,funds to be provided to expose girls to the outside world in terms of educational tours and excursions,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,85 5 43 distribution of teaches as per their opinion on the sufficiency of teachers in their schools,neutral,,,,,,,,,,,,,,,
,on the ground in chennai it is observed that npegel girls education initiative helps poor and middle class families who had no support earlier whenever the topic comes up in public meetings,for,,,,,,P002,NPEGEL – Girls Education Initiative,Girls_Education,Tamil Nadu,Chennai,news_comment,,shopkeeper,Positive,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",dde's shall necessarily pass speaking orders in case of any doubt but not later than 31 march of the academic year,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,teachers in kgbvs should encourage students to question and foster in them the quest for seeking knowledge thus infusing in children the skills of critical thinking so that they constantly ask questions and search for an answer,neutral,,,,,,,,,,,,,,,
